University Name,Path,Absolute Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Citations per Faculty Rank,International Students Ratio Rank,Faculty Student Ratio Rank,International Faculty Ratio Rank,Academic Reputation Rank,Sustainability Rank,International Research Network Rank,Employment Outcomes Rank,Employer Reputation Rank,Citations per Faculty Score,International Students Ratio Score,Faculty Student Ratio Score,International Faculty Ratio Score,Academic Reputation Score,Sustainability Score,International Research Network Score,Employment Outcomes Score,Employer Reputation Score
University of Guelph,/universities/university-guelph,https://www.topuniversities.com/universities/university-guelph,North America,Canada,Guelph,https://staging.topuniversities.com/sites/default/files/university-of-guelph_1756_small.jpg,26.3,458,,FALSE,FALSE,261,636,701+,385,601+,139,552,701+,601+,50.1,14.3,5,46.4,12.8,82.9,65.2,11.2,12.8
Université de Strasbourg,/universities/universite-de-strasbourg,https://www.topuniversities.com/universities/universite-de-strasbourg,Europe,France,Strasbourg,https://staging.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,26.3,459,,FALSE,FALSE,549,384,701+,469,219,701+,161,558,601+,20.7,35.9,5.1,34.2,39.1,5.4,90.7,20.4,10.3
"Stony Brook University, State University of New York",/universities/stony-brook-university-state-university-new-york,https://www.topuniversities.com/universities/stony-brook-university-state-university-new-york,North America,United States,Stony Brook,https://staging.topuniversities.com/sites/default/files/stony-brook-university-state-university-of-new-york_592560cf2aeae70239af4ccb_small.jpg,26.2,460,,FALSE,FALSE,515,332,489,462,504,161,390,541,601+,23.6,43.5,32.2,34.7,18,79.1,76,21.2,7.3
Universidad de Santiago de Chile (USACH),/universities/universidad-de-santiago-de-chile-usach,https://www.topuniversities.com/universities/universidad-de-santiago-de-chile-usach,Latin America,Chile,Santiago,https://staging.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_small.jpg,26.1,461,,FALSE,FALSE,701+,701+,701+,701+,195,642,701+,701+,152,4.2,2.2,7.2,6.3,43.4,11.2,51.1,12.7,55
Tampere University,/universities/tampere-university,https://www.topuniversities.com/universities/tampere-university,Europe,Finland,Tampere,https://staging.topuniversities.com/sites/default/files/tampere-university_5bbf14847d023f5bc849ec9a_small.jpg,26,462,,FALSE,FALSE,400,701+,662,398,407,508,251,409,548,33.1,5.9,20.4,44.5,21.7,23,84.8,30.8,15.4
Universidad de Sevilla,/universities/universidad-de-sevilla,https://www.topuniversities.com/universities/universidad-de-sevilla,Europe,Spain,Seville,https://staging.topuniversities.com/sites/default/files/universidad-de-sevilla_554_small.jpg,26,463,,FALSE,FALSE,701+,567,701+,701+,221,231,152,634,601+,8.2,18.9,18.4,3.5,39.1,67.4,91.4,16,12.6
Macau University of Science and Technology,/universities/macau-university-science-technology,https://www.topuniversities.com/universities/macau-university-science-technology,Asia,Macau SAR,Macau,https://staging.topuniversities.com/sites/default/files/macau-university-of-science-and-technology_592560cf2aeae70239af5a46_small.jpg,25.9,464,,FALSE,FALSE,222,1,701+,23,601+,636,701+,423,601+,56.4,100,3.9,100,4.4,11.3,26.2,29.5,3.4
Kobe University,/universities/kobe-university,https://www.topuniversities.com/universities/kobe-university,Asia,Japan,Kobe City,https://staging.topuniversities.com/sites/default/files/kobe-university_320_small.jpg,25.8,465,,FALSE,FALSE,701+,701+,356,701+,309,319,698,662,281,11.4,5.6,43.9,7,28.4,49.8,55,15,33.2
Universitat Ramon Llull,/universities/universitat-ramon-llull,https://www.topuniversities.com/universities/universitat-ramon-llull,Europe,Spain,Barcelona,https://staging.topuniversities.com/sites/default/files/RL-logo-48x48.jpg,25.7,466,,FALSE,FALSE,701+,336,701+,164,601+,530,701+,149,167,8.1,43.1,8.7,93.6,11,20.1,32.6,71.7,52
University at Buffalo SUNY,/universities/university-buffalo-suny,https://www.topuniversities.com/universities/university-buffalo-suny,North America,United States,Buffalo,https://staging.topuniversities.com/sites/default/files/university-at-buffalo-suny_1888_small.jpg,25.7,467,,FALSE,FALSE,393,380,701+,596,503,143,504,383,601+,33.6,36.9,8.8,20.1,18,82.5,68.6,33.3,10.7
Universität Konstanz,/universities/universitat-konstanz,https://www.topuniversities.com/universities/universitat-konstanz,Europe,Germany,Konstanz,https://staging.topuniversities.com/sites/default/files/universitt-konstanz_323_small.jpg,25.7,468,,FALSE,FALSE,578,634,421,215,495,250,537,701+,601+,18.3,14.5,37.8,85.9,18.3,63.1,66.1,13.1,10.5
Washington State University,/universities/washington-state-university,https://www.topuniversities.com/universities/washington-state-university,North America,United States,Pullman,https://staging.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,25.7,469,,FALSE,FALSE,396,701+,701+,379,379,447,373,701+,452,33.5,5,15.5,47.1,23.3,29.6,77.3,8.6,20
Iowa State University,/universities/iowa-state-university,https://www.topuniversities.com/universities/iowa-state-university,North America,United States,Ames,https://staging.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg,25.6,470,,FALSE,FALSE,280,667,701+,701+,425,435,374,388,601+,47.9,12.5,9.1,7.5,20.7,31.3,77.3,32.9,12
Ben-Gurion University of The Negev,/universities/ben-gurion-university-negev,https://www.topuniversities.com/universities/ben-gurion-university-negev,Asia,Israel,Be'er Sheva,https://staging.topuniversities.com/sites/default/files/ben-gurion-university-of-the-negev_592560cf2aeae70239af4ab7_small.jpg,25.5,471,,FALSE,FALSE,253,635,701+,304,601+,623,558,630,569,51.7,14.3,11.1,64,14.4,11.8,64.9,16.3,14.5
"Essex, University of",/universities/essex-university,https://www.topuniversities.com/universities/essex-university,Europe,United Kingdom,Colchester,https://staging.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg,25.3,472,,FALSE,FALSE,523,62,701+,93,568,606,408,693,601+,22.6,98.6,12.7,99.8,15.5,13.2,75.1,14,5.2
Johannes Kepler University Linz,/universities/johannes-kepler-university-linz,https://www.topuniversities.com/universities/johannes-kepler-university-linz,Europe,Austria,Linz,https://staging.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_small.jpg,25.3,473,,FALSE,FALSE,649,402,162,226,601+,606,636,701+,601+,14.3,33.5,75.9,83.5,12.8,13.2,59.7,12.2,12.3
Bangor University,/universities/bangor-university,https://www.topuniversities.com/universities/bangor-university,Europe,United Kingdom,Bangor,https://staging.topuniversities.com/sites/default/files/230815120010pm252072BU-logot-48x48.jpg,25.2,474,5,FALSE,FALSE,321,280,701+,416,601+,139,409,701+,601+,43,52.3,12.1,40.7,8.6,82.9,75,8.1,5.8
Hiroshima University,/universities/hiroshima-university,https://www.topuniversities.com/universities/hiroshima-university,Asia,Japan,Higashihiroshima City,https://staging.topuniversities.com/sites/default/files/hiroshima-university_264_small.jpg,25.2,475,,FALSE,FALSE,701+,660,161,701+,363,315,485,701+,601+,8.9,12.9,75.9,13.2,24.1,50.8,70.1,6.9,12.3
Universität Potsdam,/universities/universitat-potsdam,https://www.topuniversities.com/universities/universitat-potsdam,Europe,Germany,Potsdam,https://staging.topuniversities.com/sites/default/files/universitt-potsdam_1367_small.jpg,25.2,476,,FALSE,FALSE,375,526,701+,358,557,232,121,701+,601+,36.5,21.2,18.6,51.8,15.8,67.1,92.9,1.3,3.4
Ajman University,/universities/ajman-university,https://www.topuniversities.com/universities/ajman-university,Asia,United Arab Emirates,Ajman,https://staging.topuniversities.com/sites/default/files/ajman-university-of-science-technology_592560cf2aeae70239af4f31_small.jpg,25.1,477,5,FALSE,FALSE,701+,3,701+,6,521,701+,701+,701+,221,3.2,100,9.6,100,17.3,1.4,48.4,9.8,42.2
Bilkent University,/universities/bilkent-university,https://www.topuniversities.com/universities/bilkent-university,Asia,Türkiye,Ankara,https://staging.topuniversities.com/sites/default/files/bilkent-university_58_small.jpg,25.1,478,,FALSE,FALSE,632,701+,701+,319,365,653,701+,573,164,15.2,3.7,13.3,61.4,24,10.6,38.3,19.3,52.1
Indian Institute of Technology Indore,/universities/indian-institute-technology-indore,https://www.topuniversities.com/universities/indian-institute-technology-indore,Asia,India,Indore,https://staging.topuniversities.com/sites/default/files/indian-institute-of-technology-indore_592560cf2aeae70239af5ae1_small.jpg,25.1,479,,FALSE,FALSE,47,701+,558,701+,601+,701+,701+,701+,601+,95.6,1.1,27.1,2.1,6.1,4.2,23.6,2.2,5
"Royal Holloway, University of London",/universities/royal-holloway-university-london,https://www.topuniversities.com/universities/royal-holloway-university-london,Europe,United Kingdom,Egham,https://staging.topuniversities.com/sites/default/files/royal-holloway-university-of-london_534_small.jpg,25.1,480,,FALSE,FALSE,474,141,701+,161,585,537,434,701+,601+,27.2,86.9,13,94.1,14.9,19.7,73.2,7.2,5.7
Aix-Marseille University,/universities/aix-marseille-university,https://www.topuniversities.com/universities/aix-marseille-university,Europe,France,Marseille,https://staging.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,25,481,,FALSE,FALSE,534,578,701+,633,235,488,13,656,601+,21.7,18.2,7.9,17.5,36.9,25.5,99.1,15.2,6.5
Pontificia Universidad Católica Argentina,/universities/pontificia-universidad-catolica-argentina,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,Latin America,Argentina,Buenos Aires,https://staging.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,25,482,,FALSE,FALSE,701+,701+,19,701+,446,701+,701+,97,320,1.1,6.7,99.9,1.9,19.9,1,12.5,85.7,29.4
"The University of Tennessee, Knoxville",/universities/university-tennessee-knoxville,https://www.topuniversities.com/universities/university-tennessee-knoxville,North America,United States,Knoxville,https://staging.topuniversities.com/sites/default/files/the-university-of-tennessee-knoxville_603_small.jpg,25,483,,FALSE,FALSE,131,701+,701+,701+,601+,592,371,701+,601+,76.3,2.4,9.5,4.9,10.1,15,77.3,11,8.2
China Agricultural University ,/universities/china-agricultural-university,https://www.topuniversities.com/universities/china-agricultural-university,Asia,China (Mainland),Beijing,https://staging.topuniversities.com/sites/default/files/china-agricultural-university_872_small.jpg,24.9,484,,FALSE,FALSE,79,701+,701+,701+,601+,701+,701+,701+,601+,88.8,1.5,18.9,3.2,8.4,5.8,52.2,4.5,2.6
American University of Ras Al Khaimah,/universities/american-university-ras-al-khaimah,https://www.topuniversities.com/universities/american-university-ras-al-khaimah,Asia,United Arab Emirates,Ras Al Khaima,https://staging.topuniversities.com/sites/default/files/230404082544am873324AURAK-Logo-200x200-48x48.jpg,24.8,485,6,FALSE,FALSE,293,15,446,10,601+,701+,701+,701+,601+,46.8,100,35.5,100,4.6,1.1,15.4,4.1,3.3
National Sun Yat-sen University,/universities/national-sun-yat-sen-university,https://www.topuniversities.com/universities/national-sun-yat-sen-university,Asia,Taiwan,Kaohsiung City,https://staging.topuniversities.com/sites/default/files/national-sun-yat-sen-university_439_small.jpg,24.8,486,,FALSE,FALSE,529,701+,493,563,334,324,701+,701+,383,22.1,10.8,32,22.7,26.5,48.9,35.6,11.4,24.9
Universität Mannheim,/universities/universitat-mannheim,https://www.topuniversities.com/universities/universitat-mannheim,Europe,Germany,Mannheim,https://staging.topuniversities.com/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_small.jpg,24.7,487,,FALSE,FALSE,427,506,701+,406,572,701+,701+,363,157,31,22.7,3,42.4,15.3,1.5,27.9,34.9,53.9
University of Hawaiʻi at Mānoa,/universities/university-hawaii-manoa,https://www.topuniversities.com/universities/university-hawaii-manoa,North America,United States,Honolulu,https://staging.topuniversities.com/sites/default/files/university-of-hawaii-at-maoa_255_small.jpg,24.6,488,,FALSE,FALSE,332,679,525,412,576,443,278,701+,601+,41.7,12,29.7,41.7,15.2,30.1,82.9,7.9,6.6
Chongqing University,/universities/chongqing-university,https://www.topuniversities.com/universities/chongqing-university,Asia,China (Mainland),Chongqing,https://staging.topuniversities.com/sites/default/files/chongqing-university_873_small.jpg,24.5,489,,FALSE,FALSE,105,701+,701+,582,601+,701+,637,701+,601+,81.4,2.1,12.1,21.3,7.6,4.1,59.6,13.6,4.6
Chung-Ang University (CAU),/universities/chung-ang-university-cau,https://www.topuniversities.com/universities/chung-ang-university-cau,Asia,South Korea,Seoul,https://staging.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small.jpg,24.5,490,,FALSE,FALSE,701+,371,195,680,555,322,701+,701+,296,9.3,37.8,67.8,14.2,16,49.5,29.9,13.5,31.9
Isfahan University of Technology,/universities/isfahan-university-technology,https://www.topuniversities.com/universities/isfahan-university-technology,Asia,Iran,Isfahan,https://staging.topuniversities.com/sites/default/files/isfahan-university-of-technology_592560cf2aeae70239af4e5a_small.jpg,24.5,491,,FALSE,FALSE,68,701+,701+,701+,601+,701+,701+,701+,541,92.2,1.4,5.1,2.3,4.9,1.1,43.5,5.6,15.7
Shanghai University,/universities/shanghai-university,https://www.topuniversities.com/universities/shanghai-university,Asia,China (Mainland),Shanghai,https://staging.topuniversities.com/sites/default/files/shanghai-university_557_small.jpg,24.5,492,,FALSE,FALSE,429,701+,303,415,435,655,649,701+,601+,30.5,5.3,50.8,40.9,20.3,10.5,58.7,8.9,13.1
UNESP,/universities/unesp,https://www.topuniversities.com/universities/unesp,Latin America,Brazil,Sao Paulo,https://staging.topuniversities.com/sites/default/files/unesp_492_small.jpg,24.5,493,,FALSE,FALSE,619,701+,701+,701+,207,600,469,701+,368,16.2,2.7,13,5.9,41.1,14.5,70.9,1.5,25.8
University of Jyväskylä,/universities/university-jyvaskyla,https://www.topuniversities.com/universities/university-jyvaskyla,Europe,Finland,Jyväskylä,https://staging.topuniversities.com/sites/default/files/university-of-jyvskyl_306_small.jpg,24.5,494,,FALSE,FALSE,687,701+,96,400,548,570,303,701+,601+,12.1,2.6,87.7,44,16.2,16.3,81.2,10.4,11.4
Central Queensland University (CQUniversity Australia),/universities/central-queensland-university-cquniversity-australia,https://www.topuniversities.com/universities/central-queensland-university-cquniversity-australia,Oceania,Australia,Norman Gardens,https://staging.topuniversities.com/sites/default/files/central-queensland-university-_592560cf2aeae70239af4dca_small.jpg,24.4,495,5,FALSE,FALSE,548,72,528,128,601+,319,701+,701+,601+,20.9,97.8,29.4,97.1,9,49.8,44,3.1,6.7
Duy Tan University,/universities/duy-tan-university,https://www.topuniversities.com/universities/duy-tan-university,Asia,Vietnam,Da Nang,https://staging.topuniversities.com/sites/default/files/duy-tan-university_59e5a998acb295021d569f1b_small.jpg,24.4,496,,FALSE,FALSE,273,701+,701+,428,601+,453,273,701+,376,49,1.4,3.9,37.7,11.9,29,83.5,4.4,25.3
Jilin University,/universities/jilin-university,https://www.topuniversities.com/universities/jilin-university,Asia,China (Mainland),Changchun,https://staging.topuniversities.com/sites/default/files/jilin-university_304_small.jpg,24.2,497,,FALSE,FALSE,472,701+,428,701+,601+,686,601,492,200,27.4,2.1,37.4,11.6,12.1,9.1,62.2,23.2,46.1
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),/universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute,https://www.topuniversities.com/universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute,Europe,Russia,Moscow,https://staging.topuniversities.com/sites/default/files/national-research-nuclear-university-mephi-moscow-engineering-physics-institute_15207_small.png,24.2,498,,FALSE,TRUE,701+,125,39,391,601+,701+,701+,675,601+,8.1,89.5,98.9,45.8,9.2,1.1,32.9,14.6,11.8
Universidad de Costa Rica,/universities/universidad-de-costa-rica,https://www.topuniversities.com/universities/universidad-de-costa-rica,Latin America,Costa Rica,San Jose,https://staging.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_small.jpg,24.2,499,,FALSE,FALSE,701+,701+,487,701+,248,563,701+,115,397,1.6,2,32.3,2.4,35.4,16.9,45.5,81.6,24.3
"University of California, Riverside",/universities/university-california-riverside,https://www.topuniversities.com/universities/university-california-riverside,North America,United States,Riverside,https://staging.topuniversities.com/sites/default/files/230328051801pm377649UCR-200x200-48x48.jpg,24.2,500,,FALSE,FALSE,256,701+,701+,375,546,521,372,701+,601+,50.9,10.4,6.6,47.9,16.3,21.3,77.3,3.7,9.4
